omschrijving;level;VT12;soort;importance;required;zichtbaar
Interne id van de aanname [as];6;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Beschouwingsperiode;6;ValuationPeriod;Number;1;1;1
Disconteringspercentage discounted cashflow;6;DiscountRateDiscountedCashFlow;Number;1;1;1
Disconteringspercentage erfpacht;6;DiscountRateGroundLease;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Disconteringspercentage correcties (discounted cash flow aannames);6;DiscountRateCorrectionsDiscountedCashFlowAssumptions;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Exit yield netto markthuur vrij op naam;6;ExitYieldNetMarketRentBeforeTransferCost;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Percentage kosten koper (discounted cash flow aannames);6;TransferCostPercentageDiscountedCashFlowAssumptions;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
BTW (%);6;VAT;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Timing huurinkomsten;6;TimingRentIncome;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Timing uitgaven;6;TimingOperatingExpenses;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Uitgangspunten bruto aanvangsrendement bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsGrossYieldAssumptions;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];6;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Markthuur (bruto aanvangsrendement aannames);6;MarketRentGrossYieldAssumptions;Monetary;1;1;1
Bruto aanvangsrendement markthuur kosten koper;6;GrossCapRateAfterTransferCostContractRentPerYear;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Disconteringspercentage correcties (bruto aanvangsrendement aannames);6;DiscountRateCorrectionsGrossYieldAssumptions;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Percentage kosten koper (bruto aanvangsrendement aannames);6;TransferCostPercentageGrossYieldAssumptions;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Uitgangspunten netto aanvangsrendement bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsNetYieldAssumptions;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];6;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Markthuur (netto aanvangsrendement aannames);6;MarketRentNetYieldAssumptions;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Totale kosten (eeuwigdurend);6;EternityTotalCost;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Vaste lasten per jaar;6;EternityFixedCostPerYear;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Onderhoudskosten per jaar;6;EternityMaintenancePerYear;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Erfpacht per jaar;6;EternityGroundLeasePerYear;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Beheerkosten per jaar;6;EternityPropertyManagementPerYear;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Overige kosten per jaar;6;EternityOtherCostPerYear;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Netto markthuur;6;NetMarketRent;Monetary;1;1;1
Markthuur netto aanvangsrendement vrij op naam voor correcties;6;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Disconteringspercentage correcties (netto aanvangsrendement aannames);6;DiscountRateCorrectionsNetYieldAssumptions;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Percentage kosten koper (netto aanvangsrendement aannames);6;TransferCostPercentageNetYieldAssumptions;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Bruto en netto aanvangsrendement correcties bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsGrossNetYieldCorrections;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];6;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Totaal correcties;6;TotalCorrections;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Meer- / minder huur (correctie);6;CorrectionRevisionaryPotential;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Mutatie leegstand (correctie);6;CorrectionMutationVacancy;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Initiële leegstand (correctie);6;CorrectionInitialVacancy;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Mutatie kosten (correctie);6;CorrectionMutationExpenses;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
BTW compensatie (correctie);6;CorrectionVATCompensation;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Niet terugvorderbare BTW (correctie);6;CorrectionNonDeductableVAT;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Achterstallig onderhoud (correctie);6;CorrectionDeferredMaintenance;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Erfpacht (correctie);6;CorrectionGroundLease;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Overige baten / lasten (correctie);6;CorrectionOtherIncomeExpenses;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Kasstromen van het gebouw / subobject;6;BuildingValuationAssumptionsCashFlow;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];6;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Type rekening nummer;;TypeFinancialCode;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Rekening nummer;6;FinancialCode;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Beschrijving bedrag [titel];6;AmountMeasurementTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bedrag (markthuur);6;Amount;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Brontype;6;SourceType;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Periode [titel];6;PeriodTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Start;6;Start;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Einde;6;End;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Periodenummer;6;PeriodNumber;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Omschrijving unieke referentie;6;Description;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Overige waarde componenten van het gebouw / subobject;6;BuildingValuationAssumptionsOtherValueComponents;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];6;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Type waarde component;6;ComponentType;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Omschrijving additionele waardecomponenten;6;DescriptionOtherValueComponents;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Type transactiekosten;6;TypeOfTransferCost;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bedrag (markthuur);6;Amount;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Taxatieresultaat van het gebouw / subobject [titel];5;BuildingValuationResultTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Waarde van het gebouw / subobject [titel];6;BuildingValuationResultValueTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Waarde van het gebouw / subobject;6;BuildingValuationResultValue;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Waarde begrip;6;ValueConcept;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Type transactiekosten;6;TypeOfTransferCost;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bedrag (markthuur);6;Amount;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bedrag uitgeschreven;6;AmountInLetters;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Beschrijving rekenmodel [titel];6;BuildingValuationResultValueDescriptionCalculationModelUsedTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Rekenmodel;6;CalculationModelUsed;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Eigen Excel model;6;OwnExcelModel;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
"KPI's van het taxatieresultaat van het gebouw / subobject [titel]";6;BuildingValuationResultKPITitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
"KPI's van het taxatieresultaat van het gebouw / subobject";6;BuildingValuationResultKPI;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Marktwaarde voor correcties vrij op naam;6;MarketValueBeforeCorrectionBeforeTransferCost;Monetary;1;1;1
Transactiekosten;6;TransferCost;Monetary;1;1;1
Marktwaarde vrij op naam;6;MarketValueBeforeTransferCost;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Marktwaarde kosten koper;6;MarketValueAfterTransferCost;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Markwaarde koper afgerond;6;MarketValueAfterTransferCostRounded;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Disconteringspercentage discounted cashflow;6;DiscountRateDiscountedCashFlow;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Netto contante waarde kasstromen;6;NetPresentValueCashFlows;Monetary;1;1;1
Exit yield markthuur vrij op naam;6;ExitYieldMarketRentBeforeTransferCost;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Exit yield netto markthuur vrij op naam;6;ExitYieldNetMarketRentBeforeTransferCost;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Netto contante waarde eindwaarde kosten koper;6;NetPresentValueExitValueAfterTransferCost;Monetary;1;1;1
Bruto aanvangsrendement huuropbrengst kosten koper;6;GrossYieldAfterTransferCostContractRentPerYear;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Bruto aanvangsrendement markthuur kosten koper;6;GrossYieldAfterTransferCostMarketRentPerYear;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Markthuur netto aanvangsrendement vrij op naam voor correcties;6;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Markthuur netto aanvangsrendement vrij op naam;6;NetYieldMarketRentBeforeTransferCost;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Huuropbrengst netto aanvangsrendement vrij op naam;6;NetYieldRentalIncomeBeforeTransferCost;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
IRR;6;InternalRateOfReturn;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Exploitatielastenpercentage van de markthuur op jaarbasis;6;OperatingExpensesPercentageMarketRentPerYear;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Leegstandpercentage markthuur op jaarbasis;6;VacancyPercentageMarketRentPerYear;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Commerciële uitkomsten van de taxatie van het gebouw / subobject [titel];6;BuildingValuationResultCommercialTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Commerciële uitkomsten van de taxatie van het gebouw / subobject;6;BuildingValuationResultCommercial;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Gemmidelde gewogen looptijd (WALE);6;WeightedAverageLeaseExpiry;Number;2;"{""sharedFormula"":""F3"",""result"":0}";1
Marktwaarde kosten koper m2;6;MarketValuePerSquareMeter;Monetary;1;1;1
Referenties van het gebouw / subobject [titel];6;BuildingValuationComparableTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Huurreferenties van het gebouw / subobject;6;BuildingValuationComparableRentTransactions;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Huurreferentie [as];6;ComparableRentTransactionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Huurreferentie [typed member];6;ComparableRentTransactionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Opmerking huur referenties;6;CommentRentComparable;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Transactiedatum;6;TransactionDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Koop- / beleggingsreferenties van het gebouw / subobject;6;BuildingValuationComparableSaleReferences;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Koop- / beleggingsreferenties [as];6;SaleReferenceAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Koop- / beleggingsreferenties [typed member];6;SaleReferenceTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Opmerking koop referenties;6;CommentSaleComparable;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Transactiedatum;6;TransactionDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
AQR gebouw;5;; ;1;1;1
AQR details: Algemene eenheidinformatie;6;AQRDetailsGeneralUnitInformation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Eenheid [as];6;UnitAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Eenheid [typed member];6;UnitTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Oppervlakte eengezinshuizen (na afbouw);6;OccupiableAreaResidentialHouse;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte eengezinsappartementen (na afbouw);6;OccupiableAreaResidentialAppartment;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte meergezinswoningen (na afbouw);6;OccupiableAreaMultiFamilyHome;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte sociale huurwoningen (na afbouw);6;OccupiableAreaSocialHousing;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte industrieel (na afbouw);6;OccupiableAreaIndustrial;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte kantoren (na afbouw);6;OccupiableAreaOffices;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte detailhandel (na afbouw);6;OccupiableAreaRetail;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte hotel (na afbouw);6;OccupiableAreaHotel;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte verzorgingstehuizen (na afbouw);6;OccupiableAreaElderlyCare;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Landbouwoppervlakte (na afbouw);6;OccupiableAreaAgriculture;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte overige grond zonder bouwvergunning (na afbouw);6;OccupiableLandWithoutPlan;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte overige grond met bouwvergunning (na afbouw);6;OccupiableLandWithPlan;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Oppervlakte overige grond;6;OccupiableOtherLand;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Verkocht eenheid voor afbouw;6;PreSold;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Percentage verkochte objecten voor afbouw;6;PreSoldArea;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
Verkoopprijs van verkochte unit;6;SalesPrice;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Transactiedatum;6;TransactionDate;Date;2;"{""sharedFormula"":""F3"",""result"":0}";1
Marktwaarde;6;MarketValue;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Verhuurt eenheid voor afbouw;6;PreLet;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Waarde verhuurde objecten voor afbouw;6;ValuePreLet;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
AQR details: Informatie van het Kadaster;6;AQRDetailsCadastreInformation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Kadastraal nummer [as];6;CadastrialPlotNumberAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Kadastraal perceelnummer;6;CadastrialPlotNumberTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Kadastrale eigenaar zoals gedefinieerd in het kadaster;6;CadastrialOwner;String;2;"{""sharedFormula"":""F3"",""result"":0}";1
AQR details: Eenheid oppervlakteinformatie;6;AQRDetailsAreaUnitInformation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Eenheid [as];6;UnitAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Eenheid [typed member];6;UnitTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
