"Generated by FINAN v3.2.42.7 on 28-10-2013 16:01"
"Model V05 v3.1.1.40"

"VarName";"OrgVarName";"IsCopyVar";"ScreenNr";"Sort";"Level";"Description";"D/C";"InCalcTree";"FinanDataType";"DataType";"Prot Title";"Prot NoTrend";"Prot Trend";"Prot User";"Prot Sector";"InputSaved Title";"InputSaved NoTrend";"InputSaved Trend";"InputSaved User";"InputSaved Sector";"SaveCalculated";"GDET";"Freq";"DisplayAs";"CalcYearAs";"IsTuple";"IsInTuple";"Visible";"Visible Formula";"Locked Formula";"InputRequired Formula";"Validation Formula";"InHiddenTree";"Scalable";"Currency";"DataFeatureChar";"LicFeatureChar";"ShowWhenValue";"Unspec";"Formula0 (Title)";"Formula1 (NoTrend)";"Formula2 (Trend)";"Formula3 (User)";"Formula4 (Sector)";"Template";"Hint"
"RentalAndLeaseProductionExpensesAccruedSub1";RentalAndLeaseProductionExpenses;Yes;"S10-11-01-04-01";5343;5;"               Kosten";D;Yes;Number;Monetary;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Kosten";"";"OnEr(Case(Projection_RentalAndLeaseProductionExpenses ,      [11:Self[T-1]|16:Self[GetT(T,-TsY,0,TsY)]|12:ExpandGrowth(Self,DefaultSalesMinGrowth,DefaultSalesMaxGrowth)|13:ExpandFraction(self,NetSales)|19:OnZero(Self[GetT(T,-TsY,0,TsY)]*OnER(NetSales/NetSales[GetT(T,-TsY,0,TsY)],NA),NA)|14:ExpandFraction(self,CostOfSales)|15:OnZero(Self[GetT(T,-TsY,0,TsY)]*DefaultPriceIndex/DefaultPriceIndex[GetT(T,-TsY,0,TsY)],NA)|18:NA]),NA)";"";"";"";""
"RentalAndLeaseProductionExpensesAccruedSub2";RentalAndLeaseProductionCashExpenses;Yes;"S10-11-01-04-02";5344;5;"               Uitgaven";;No;Number;Monetary;Locked;Locked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Uitgaven";"RentalAndLeaseProductionExpenses";"OnZero(RentalAndLeaseProductionExpenses            + RentalAndLeaseProductionExpensesAccruedExclVAT[T-1]               -GetPoint(RentalAndLeaseProductionExpenses            ,RentalAndLeaseProductionCashExpensesTerm                /365),NA)";"";"";"";""
"RentalAndLeaseProductionExpensesAccruedSub3";RentalAndLeaseProductionCashExpensesTerm;Yes;"S10-11-01-04-03";5345;5;"               Gemiddelde betalingstermijn facturen (dagen)";;No;Number;Number;Locked;Locked;UnLocked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Calc;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Gemiddelde betalingstermijn facturen (dagen)";"";"OnNA(If(DataEntered(RentalAndLeaseProductionCashExpenses            ) Or TimeAggregated,GetFrac(RentalAndLeaseProductionExpenses            ,RentalAndLeaseProductionExpensesAccrued            )*365,RentalAndLeaseProductionCashExpensesTerm[T-1])           ,OperatingCashExpensesTerm)";"";"";"";""
"RentalAndLeaseProductionExpensesAccruedExclVAT";RentalAndLeaseProductionExpensesAccruedExclVAT;No;"S10-11-01-04-04";5346;5;"               Overlopend (vooruitbetaald indien negatief, excl. BTW)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief, excl. BTW)";"";"OnZero(RentalAndLeaseProductionExpensesAccruedExclVAT[T-1]             + RentalAndLeaseProductionExpenses             - RentalAndLeaseProductionCashExpenses            ,NA)";"";"";"";""
"RentalAndLeaseProductionExpensesAccruedSub5";RentalAndLeaseProductionExpensesAccrued;Yes;"S10-11-01-04-05";5347;5;"               Overlopend (vooruitbetaald indien negatief)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief)";"";"OnZero(RentalAndLeaseProductionExpensesAccruedExclVAT             * (1 + Case(RentalAndLeaseProductionExpensesVATRate            ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
"RentalAndLeaseProductionExpensesAccruedSub6";RentalAndLeaseProductionExpensesVAT;Yes;"S10-11-01-04-06";5348;5;"               BTW";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"BTW";"OnZero(Case(RentalAndLeaseProductionExpensesVATRate            ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * RentalAndLeaseProductionExpenses,NA)";"OnZero(Case(RentalAndLeaseProductionExpensesVATRate            ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * RentalAndLeaseProductionExpenses,NA)";"OnZero(Case(RentalAndLeaseProductionExpensesVATRate            ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * RentalAndLeaseProductionExpenses,NA)";"";"";""
"RentalAndLeaseProductionExpensesAccruedSub7";RentalAndLeaseProductionExpensesVATRate;Yes;"S10-11-01-04-07";5349;5;"               BTW tarief";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"BTW tarief";"2";"2";"2";"2";"""0:Geen|1:Laag|2:Hoog|11:Mixed 1 (""&VATRateMixed1[1]&"")|12:Mixed 2 (""&VATRateMixed2[1]&"")|13:Mixed 3 (""&VATRateMixed3[1]&"")""";""
"RentalAndLeaseProductionExpensesAccruedSub8";Projection_RentalAndLeaseProductionExpenses;Yes;"S10-11-01-04-08";5350;5;"               Instelling prognose kosten";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Instelling prognose kosten";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"12:Groei van voorgaande periode vorig jaar|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|13:Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)|19:Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)|14:Groei gerelateerd aan inkoopwaarde verkopen|18:Geen waarde";""
"InsuranceProductionExpensesAccrued";InsuranceProductionExpensesAccrued;No;"S10-11-01-05";5351;4;"            Assurantie materieel (overlopend)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&InsuranceProductionExpenses[0]&"" (overlopend)""";"";"OnZero(InsuranceProductionExpensesAccruedExclVAT                  * (1 + Case(InsuranceProductionExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
"InsuranceProductionExpensesAccruedSub1";InsuranceProductionExpenses;Yes;"S10-11-01-05-01";5352;5;"               Kosten";D;Yes;Number;Monetary;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Kosten";"";"OnEr(Case(Projection_InsuranceProductionExpenses ,           [11:Self[T-1]|16:Self[GetT(T,-TsY,0,TsY)]|12:ExpandGrowth(Self,DefaultSalesMinGrowth,DefaultSalesMaxGrowth)|13:ExpandFraction(self,NetSales)|19:OnZero(Self[GetT(T,-TsY,0,TsY)]*OnER(NetSales/NetSales[GetT(T,-TsY,0,TsY)],NA),NA)|14:ExpandFraction(self,CostOfSales)|15:OnZero(Self[GetT(T,-TsY,0,TsY)]*DefaultPriceIndex/DefaultPriceIndex[GetT(T,-TsY,0,TsY)],NA)|18:NA]),NA)";"";"";"";""
"InsuranceProductionExpensesAccruedSub2";InsuranceProductionCashExpenses;Yes;"S10-11-01-05-02";5353;5;"               Uitgaven";;No;Number;Monetary;Locked;Locked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Uitgaven";"InsuranceProductionExpenses";"OnZero(InsuranceProductionExpenses                 + InsuranceProductionExpensesAccruedExclVAT[T-1]                    -GetPoint(InsuranceProductionExpenses                 ,InsuranceProductionCashExpensesTerm                     /365),NA)";"";"";"";""
"InsuranceProductionExpensesAccruedSub3";InsuranceProductionCashExpensesTerm;Yes;"S10-11-01-05-03";5354;5;"               Gemiddelde betalingstermijn facturen (dagen)";;No;Number;Number;Locked;Locked;UnLocked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Calc;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Gemiddelde betalingstermijn facturen (dagen)";"";"OnNA(If(DataEntered(InsuranceProductionCashExpenses                 ) Or TimeAggregated,GetFrac(InsuranceProductionExpenses                 ,InsuranceProductionExpensesAccrued                 )*365,InsuranceProductionCashExpensesTerm[T-1])                ,OperatingCashExpensesTerm)";"";"";"";""
"InsuranceProductionExpensesAccruedExclVAT";InsuranceProductionExpensesAccruedExclVAT;No;"S10-11-01-05-04";5355;5;"               Overlopend (vooruitbetaald indien negatief, excl. BTW)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief, excl. BTW)";"";"OnZero(InsuranceProductionExpensesAccruedExclVAT[T-1]                  + InsuranceProductionExpenses                  - InsuranceProductionCashExpenses                 ,NA)";"";"";"";""
"InsuranceProductionExpensesAccruedSub5";InsuranceProductionExpensesAccrued;Yes;"S10-11-01-05-05";5356;5;"               Overlopend (vooruitbetaald indien negatief)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief)";"";"OnZero(InsuranceProductionExpensesAccruedExclVAT                  * (1 + Case(InsuranceProductionExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
"InsuranceProductionExpensesAccruedSub6";InsuranceProductionExpensesVAT;Yes;"S10-11-01-05-06";5357;5;"               BTW";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"BTW";"OnZero(Case(InsuranceProductionExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * InsuranceProductionExpenses,NA)";"OnZero(Case(InsuranceProductionExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * InsuranceProductionExpenses,NA)";"OnZero(Case(InsuranceProductionExpensesVATRate                 ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * InsuranceProductionExpenses,NA)";"";"";""
"InsuranceProductionExpensesAccruedSub7";InsuranceProductionExpensesVATRate;Yes;"S10-11-01-05-07";5358;5;"               BTW tarief";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"BTW tarief";"0";"0";"0";"0";"""0:Geen|1:Laag|2:Hoog|11:Mixed 1 (""&VATRateMixed1[1]&"")|12:Mixed 2 (""&VATRateMixed2[1]&"")|13:Mixed 3 (""&VATRateMixed3[1]&"")""";""
"InsuranceProductionExpensesAccruedSub8";Projection_InsuranceProductionExpenses;Yes;"S10-11-01-05-08";5359;5;"               Instelling prognose kosten";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Instelling prognose kosten";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"12:Groei van voorgaande periode vorig jaar|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|13:Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)|19:Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)|14:Groei gerelateerd aan inkoopwaarde verkopen|18:Geen waarde";""
"ProductionExpensesToGroupCompaniesAccrued";ProductionExpensesToGroupCompaniesAccrued;No;"S10-11-01-06";5360;4;"            Doorbelast aan/door groepsmaatschappijen (overlopend)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes;B; ;Yes;;"&ProductionExpensesToGroupCompanies[0]&"" (overlopend)""";"";"OnZero(ProductionExpensesToGroupCompaniesAccruedExclVAT           * (1 + Case(ProductionExpensesToGroupCompaniesVATRate          ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
"ProductionExpensesToGroupCompaniesAccruedSub1";ProductionExpensesToGroupCompanies;Yes;"S10-11-01-06-01";5361;5;"               Kosten";D;Yes;Number;Monetary;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Kosten";"";"OnEr(Case(Projection_ProductionExpensesToGroupCompanies ,    [11:Self[T-1]|16:Self[GetT(T,-TsY,0,TsY)]|12:ExpandGrowth(Self,DefaultSalesMinGrowth,DefaultSalesMaxGrowth)|13:ExpandFraction(self,NetSales)|19:OnZero(Self[GetT(T,-TsY,0,TsY)]*OnER(NetSales/NetSales[GetT(T,-TsY,0,TsY)],NA),NA)|14:ExpandFraction(self,CostOfSales)|15:OnZero(Self[GetT(T,-TsY,0,TsY)]*DefaultPriceIndex/DefaultPriceIndex[GetT(T,-TsY,0,TsY)],NA)|18:NA]),NA)";"";"";"";""
"ProductionExpensesToGroupCompaniesAccruedSub2";ProductionCashExpensesToGroupCompanies;Yes;"S10-11-01-06-02";5362;5;"               Uitgaven";;No;Number;Monetary;Locked;Locked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Uitgaven";"ProductionExpensesToGroupCompanies";"OnZero(ProductionExpensesToGroupCompanies          + ProductionExpensesToGroupCompaniesAccruedExclVAT[T-1]             -GetPoint(ProductionExpensesToGroupCompanies          ,ProductionCashExpensesToGroupCompaniesTerm              /365),NA)";"";"";"";""
"ProductionExpensesToGroupCompaniesAccruedSub3";ProductionCashExpensesToGroupCompaniesTerm;Yes;"S10-11-01-06-03";5363;5;"               Gemiddelde betalingstermijn facturen (dagen)";;No;Number;Number;Locked;Locked;UnLocked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Calc;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Gemiddelde betalingstermijn facturen (dagen)";"";"OnNA(If(DataEntered(ProductionCashExpensesToGroupCompanies          ) Or TimeAggregated,GetFrac(ProductionExpensesToGroupCompanies          ,ProductionExpensesToGroupCompaniesAccrued          )*365,ProductionCashExpensesToGroupCompaniesTerm[T-1])         ,OperatingCashExpensesTerm)";"";"";"";""
"ProductionExpensesToGroupCompaniesAccruedExclVAT";ProductionExpensesToGroupCompaniesAccruedExclVAT;No;"S10-11-01-06-04";5364;5;"               Overlopend (vooruitbetaald indien negatief, excl. BTW)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief, excl. BTW)";"";"OnZero(ProductionExpensesToGroupCompaniesAccruedExclVAT[T-1]           + ProductionExpensesToGroupCompanies           - ProductionCashExpensesToGroupCompanies          ,NA)";"";"";"";""
"ProductionExpensesToGroupCompaniesAccruedSub5";ProductionExpensesToGroupCompaniesAccrued;Yes;"S10-11-01-06-05";5365;5;"               Overlopend (vooruitbetaald indien negatief)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief)";"";"OnZero(ProductionExpensesToGroupCompaniesAccruedExclVAT           * (1 + Case(ProductionExpensesToGroupCompaniesVATRate          ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
"ProductionExpensesToGroupCompaniesAccruedSub6";ProductionExpensesToGroupCompaniesVAT;Yes;"S10-11-01-06-06";5366;5;"               BTW";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"BTW";"OnZero(Case(ProductionExpensesToGroupCompaniesVATRate          ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ProductionExpensesToGroupCompanies,NA)";"OnZero(Case(ProductionExpensesToGroupCompaniesVATRate          ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ProductionExpensesToGroupCompanies,NA)";"OnZero(Case(ProductionExpensesToGroupCompaniesVATRate          ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ProductionExpensesToGroupCompanies,NA)";"";"";""
"ProductionExpensesToGroupCompaniesAccruedSub7";ProductionExpensesToGroupCompaniesVATRate;Yes;"S10-11-01-06-07";5367;5;"               BTW tarief";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"BTW tarief";"0";"0";"0";"0";"""0:Geen|1:Laag|2:Hoog|11:Mixed 1 (""&VATRateMixed1[1]&"")|12:Mixed 2 (""&VATRateMixed2[1]&"")|13:Mixed 3 (""&VATRateMixed3[1]&"")""";""
"ProductionExpensesToGroupCompaniesAccruedSub8";Projection_ProductionExpensesToGroupCompanies;Yes;"S10-11-01-06-08";5368;5;"               Instelling prognose kosten";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Instelling prognose kosten";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"12:Groei van voorgaande periode vorig jaar|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|13:Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)|19:Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)|14:Groei gerelateerd aan inkoopwaarde verkopen|18:Geen waarde";""
"ProductionExpensesUnspecifiedAccrued";ProductionExpensesUnspecifiedAccrued;No;"S10-11-01-07";5369;4;"            Ongespecificeerd (overlopend)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&ProductionExpensesUnspecified[0]&"" (overlopend)""";"";"OnZero(ProductionExpensesUnspecifiedAccruedExclVAT                * (1 + Case(ProductionExpensesUnspecifiedVATRate               ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
"ProductionExpensesUnspecifiedAccruedSub1";ProductionExpensesUnspecified;Yes;"S10-11-01-07-01";5370;5;"               Kosten";D;Yes;Number;Monetary;Locked;UnLocked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Kosten";"";"OnEr(Case(Projection_ProductionExpensesUnspecified ,         [11:Self[T-1]|16:Self[GetT(T,-TsY,0,TsY)]|12:ExpandGrowth(Self,DefaultSalesMinGrowth,DefaultSalesMaxGrowth)|13:ExpandFraction(self,NetSales)|19:OnZero(Self[GetT(T,-TsY,0,TsY)]*OnER(NetSales/NetSales[GetT(T,-TsY,0,TsY)],NA),NA)|14:ExpandFraction(self,CostOfSales)|15:OnZero(Self[GetT(T,-TsY,0,TsY)]*DefaultPriceIndex/DefaultPriceIndex[GetT(T,-TsY,0,TsY)],NA)|18:NA]),NA)";"";"";"";""
"ProductionExpensesUnspecifiedAccruedSub2";ProductionCashExpensesUnspecified;Yes;"S10-11-01-07-02";5371;5;"               Uitgaven";;No;Number;Monetary;Locked;Locked;UnLocked;UnLocked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Uitgaven";"ProductionExpensesUnspecified";"OnZero(ProductionExpensesUnspecified               + ProductionExpensesUnspecifiedAccruedExclVAT[T-1]                  -GetPoint(ProductionExpensesUnspecified               ,ProductionCashExpensesUnspecifiedTerm                   /365),NA)";"";"";"";""
"ProductionExpensesUnspecifiedAccruedSub3";ProductionCashExpensesUnspecifiedTerm;Yes;"S10-11-01-07-03";5372;5;"               Gemiddelde betalingstermijn facturen (dagen)";;No;Number;Number;Locked;Locked;UnLocked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Calc;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Gemiddelde betalingstermijn facturen (dagen)";"";"OnNA(If(DataEntered(ProductionCashExpensesUnspecified               ) Or TimeAggregated,GetFrac(ProductionExpensesUnspecified               ,ProductionExpensesUnspecifiedAccrued               )*365,ProductionCashExpensesUnspecifiedTerm[T-1])              ,OperatingCashExpensesTerm)";"";"";"";""
"ProductionExpensesUnspecifiedAccruedExclVAT";ProductionExpensesUnspecifiedAccruedExclVAT;No;"S10-11-01-07-04";5373;5;"               Overlopend (vooruitbetaald indien negatief, excl. BTW)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief, excl. BTW)";"";"OnZero(ProductionExpensesUnspecifiedAccruedExclVAT[T-1]                + ProductionExpensesUnspecified                - ProductionCashExpensesUnspecified               ,NA)";"";"";"";""
"ProductionExpensesUnspecifiedAccruedSub5";ProductionExpensesUnspecifiedAccrued;Yes;"S10-11-01-07-05";5374;5;"               Overlopend (vooruitbetaald indien negatief)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"Overlopend (vooruitbetaald indien negatief)";"";"OnZero(ProductionExpensesUnspecifiedAccruedExclVAT                * (1 + Case(ProductionExpensesUnspecifiedVATRate               ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
"ProductionExpensesUnspecifiedAccruedSub6";ProductionExpensesUnspecifiedVAT;Yes;"S10-11-01-07-06";5375;5;"               BTW";;No;Number;Monetary;Locked;Locked;Locked;Locked;Hidden;No;No;No;No;No;No;No;Detail;Default;Sum;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"BTW";"OnZero(Case(ProductionExpensesUnspecifiedVATRate               ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ProductionExpensesUnspecified,NA)";"OnZero(Case(ProductionExpensesUnspecifiedVATRate               ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ProductionExpensesUnspecified,NA)";"OnZero(Case(ProductionExpensesUnspecifiedVATRate               ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3]) * ProductionExpensesUnspecified,NA)";"";"";""
"ProductionExpensesUnspecifiedAccruedSub7";ProductionExpensesUnspecifiedVATRate;Yes;"S10-11-01-07-07";5376;5;"               BTW tarief";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"BTW tarief";"2";"2";"2";"2";"""0:Geen|1:Laag|2:Hoog|11:Mixed 1 (""&VATRateMixed1[1]&"")|12:Mixed 2 (""&VATRateMixed2[1]&"")|13:Mixed 3 (""&VATRateMixed3[1]&"")""";""
"ProductionExpensesUnspecifiedAccruedSub8";Projection_ProductionExpensesUnspecified;Yes;"S10-11-01-07-08";5377;5;"               Instelling prognose kosten";;No;Number;Enumeration;Locked;UnLocked;UnLocked;UnLocked;UnLocked;No;No;No;No;No;No;No;Single;Choice;None;No;No;Yes;"1";"0";"0";"1";No;No;No; ; ;No;;"Instelling prognose kosten";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"Projection_ProductionExpenses";"12:Groei van voorgaande periode vorig jaar|15:Groei gerelateerd aan inflatie|16:Geen groei (gebruik waarde van jaar geleden)|11:Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)|13:Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)|19:Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)|14:Groei gerelateerd aan inkoopwaarde verkopen|18:Geen waarde";""
"OtherProductionExpensesAccrued";OtherProductionExpensesAccrued;No;"S10-11-01-08";5378;4;"            Overige exploitatiekosten (overlopend)";;No;Number;Monetary;Locked;Locked;Locked;Locked;Locked;No;No;No;No;No;No;No;Detail;Default;Ultimo;No;No;Yes;"1";"0";"0";"1";No;Yes;Yes; ; ;No;;"&OtherProductionExpenses[0]&"" (overlopend)""";"";"OnZero(OtherProductionExpensesAccruedExclVAT                      * (1 + Case(OtherProductionExpensesVATRate                     ,[0:0|1:VATRateLow|2:VATRateHigh|11:VATRateMixed1|12:VATRateMixed2|13:VATRateMixed3])) ,NA)";"";"";"";""
