;"Generated by FINAN XBRL Taxonomy Viewer v4.3.24"
;"Taxonomy: BT11(FrcRptIhzAangifteMetWinstbijlageCategoriaal2016)"

"Sort";"ID";"Level";"Label en";"Label nl";"Label de";"Label fr";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Documentation de";"Documentation fr";"Ddef.Guidance en";"Ddef.Guidance nl";"Ddef.Guidance de";"Ddef.Guidance fr";"References"
438;"venj-bw2-i:EmployeeBenefitsExpenses";6;"               Expenses of employee benefits";"               Lasten uit hoofde van personeelsbeloningen";"               Aufwendungen für Leistungen an Arbeitnehmer";"               Dépenses en avantages sociaux";"";"EmployeeBenefitsExpenses";"venj-bw2-i";"hc262_EmployeeBenefitsExpenses";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#EmployeeBenefitsExpenses";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De salarissen en andere verstrekte vergoedingen met betrekking tot verrichte arbeid van werknemers van de rechtspersoon. Daarnaast behoren de werkgeversbijdrage van de rechtspersoon aan de premies sociale verzekeringen en de pensioenpremies ten behoeve van haar werknemers tot deze post.";"";"";"";"";"";"";"Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 9|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 104|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 212|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 311|Chapter: 640, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 309|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 422|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a|Chapter: 660, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 660, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 512|Chapter: B14, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 103"
439;"venj-bw2-i:WagesSalaries";7;"                  Wages and salaries";"                  Lonen en salarissen";"                  Löhne und Gehälter";"                  Traitements et salaires";"";"WagesSalaries";"venj-bw2-i";"WagesSalaries";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#WagesSalaries";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De salarissen en andere verstrekte vergoedingen met betrekking tot verrichte arbeid van werknemers van de rechtspersoon.";"";"";"";"";"";"";"Article: 10, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 9|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: e|Article: 395a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 104|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 212|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 311|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 422|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110|Chapter: C2, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 205"
440;"rj-i:SeverancePayments";7;"                  Severance payments";"                  Ontslaguitkeringen";"                  Ontslaguitkeringen";"                  Ontslaguitkeringen";"";"SeverancePayments";"rj-i";"SeverancePayments";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#SeverancePayments";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"Het bedrag van de in de winst- en verliesrekening opgenomen ontslaguitkeringen.";"";"";"";"";"";"";"Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 508"
441;"rj-i:ShareBasedPaymentsExpenses";7;"                  Expenses relating to share based payments";"                  Lasten in verband met op aandelen gebaseerde betalingen";"                  Lasten in verband met op aandelen gebaseerde betalingen";"                  Lasten in verband met op aandelen gebaseerde betalingen";"";"ShareBasedPaymentsExpenses";"rj-i";"ShareBasedPaymentsExpenses";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#ShareBasedPaymentsExpenses";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De lasten die samenhangen met de op aandelen gebaseerde betalingen.";"";"";"";"";"";"";"Chapter: 275, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 501"
442;"venj-bw2-i:SocialSecurityContributions";7;"                  Social security contributions";"                  Sociale lasten";"                  Sozialversicherungsbeiträge";"                  Cotisations de sécurité sociale";"";"SocialSecurityContributions";"venj-bw2-i";"SocialSecurityContributions";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#SocialSecurityContributions";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De werkgeversbijdrage van de rechtspersoon aan de premies sociale verzekeringen en de pensioenpremies ten behoeve van haar werknemers.";"";"";"";"";"";"";"Article: 10, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 9|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: f|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 104|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 212|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 311|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 422|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
443;"venj-bw2-i:PensionCosts";7;"                  Pension costs";"                  Pensioenlasten";"                  Pensionsaufwendungen";"                  Prestations de retraite";"";"PensionCosts";"venj-bw2-i";"PensionCosts";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#PensionCosts";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De lasten van de rechtspersoon in het kader van de pensioenregeling ten behoeve van haar werknemers.";"";"";"";"";"";"";"Article: 10, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: f|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 104|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 212|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 306|Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 322|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 311|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 422|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a|Chapter: B14, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 103|Chapter: B14, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 119"
444;"rj-i:EmployeeBenefitsExpensesOther";7;"                  Other expenses of employee benefits";"                  Overige lasten uit hoofde van personeelsbeloningen";"                  Overige lasten uit hoofde van personeelsbeloningen";"                  Overige lasten uit hoofde van personeelsbeloningen";"";"EmployeeBenefitsExpensesOther";"rj-i";"EmployeeBenefitsExpensesOther";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#EmployeeBenefitsExpensesOther";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De sociale lasten en overige personeelskosten met betrekking tot werknemers van de rechtspersoon.";"";"";"";"";"";"";"Chapter: 271, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 212|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 422|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a"
445;"frc-abstr:DepreciationPropertyPlantEquipmentAmortisationIntangibleAssetsBanksTitle";4;"         Depreciation tangible assets amortisation intangible assets title";"         Afschrijvingen op immateriële en materiële vaste activa";"         Afschrijvingen op immateriële en materiële vaste activa";"         Afschrijvingen op immateriële en materiële vaste activa";"";"DepreciationPropertyPlantEquipmentAmortisationIntangibleAssetsBanksTitle";"frc-abstr";"DepreciationPropertyPlantEquipmentAmortisationIntangibleAssetsBanksTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#DepreciationPropertyPlantEquipmentAmortisationIntangibleAssetsBanksTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
446;"frc-lr:NotesAmortisationDepreciationBreakdown";5;"            Notes to the financial statements - Depreciation property, plant and equipment and amortisation intangible assets: Breakdown";"            Toelichting op de jaarrekening - Afschrijvingen op immateriële en materiële vaste activa: Uitsplitsing";"            Toelichting op de jaarrekening - Afschrijvingen op immateriële en materiële vaste activa: Uitsplitsing";"            Toelichting op de jaarrekening - Afschrijvingen op immateriële en materiële vaste activa: Uitsplitsing";"";"NotesAmortisationDepreciationBreakdown";"frc-lr";"NotesAmortisationDepreciationBreakdown";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesAmortisationDepreciationBreakdown";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
447;"venj-bw2-i:DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";6;"               Amortisation of intangible assets and depreciation of property, plant and equipment";"               Afschrijvingen";"               Abschreibung des immateriellen Anlagevermögens sowie Abschreibung auf das Sachanlagevermögen";"               Amortissement d'actifs incorporels et dépréciation des biens immobiliers, installations et équipements";"";"DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";"venj-bw2-i";"hc116_DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#DepreciationPropertyPlantEquipmentAmortisationIntangibleAssets";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De systematische jaarlijkse verminderingen gedurende de verwachte toekomstige gebruiksduur van de kostprijs van de immateriële en materiële vaste activa tot de geschatte lagere boekwaarde.";"";"";"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: h|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 640, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 309|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
448;"venj-bw2-i:AmortisationIntangibleAssets";7;"                  Amortisation of intangible assets";"                  Afschrijvingen op immateriële vaste activa";"                  Abschreibungen auf immaterielles Anlagevermögen";"                  Amortissement d'actifs incorporels";"";"AmortisationIntangibleAssets";"venj-bw2-i";"AmortisationIntangibleAssets";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#AmortisationIntangibleAssets";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De systematische jaarlijkse verminderingen gedurende de verwachte toekomstige gebruiksduur van de kostprijs van de immateriële vaste activa tot de geschatte lagere boekwaarde.";"";"";"";"";"";"";"Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: h|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a"
449;"venj-bw2-i:DepreciationPropertyPlantEquipment";7;"                  Depreciation of tangible assets, total";"                  Afschrijving op materiele vaste activa, totaal";"                  Abschreibung des Sachanlagevermögens";"                  Dépréciation de biens immobiliers, installations et équipements";"";"DepreciationPropertyPlantEquipment";"venj-bw2-i";"DepreciationPropertyPlantEquipment";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#DepreciationPropertyPlantEquipment";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De systematische jaarlijkse verminderingen gedurende de verwachte toekomstige gebruiksduur van de kostprijs van de materiële vaste activa tot de geschatte lagere boekwaarde.";"";"";"";"";"";"";"Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: h|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a"
450;"rj-i:ResultSalePropertyPlantEquipment";7;"                  Result of sale of property, plant and equipment";"                  Boekresultaat op materiële vaste activa";"                  Boekresultaat op materiële vaste activa";"                  Boekresultaat op materiële vaste activa";"";"ResultSalePropertyPlantEquipment";"rj-i";"ResultSalePropertyPlantEquipment";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#ResultSalePropertyPlantEquipment";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"Het saldo van baten en lasten die voortvloeien uit of samenhangen met de incidentele verkoop van materiële vaste activa.";"";"";"";"";"";"";"Chapter: 212, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 707"
451;"rj-i:ResultSaleIntangibleAssets";7;"                  Result of sale of intangible assets";"                  Boekresultaat op immateriële vaste activa";"                  Boekresultaat op immateriële vaste activa";"                  Boekresultaat op immateriële vaste activa";"";"ResultSaleIntangibleAssets";"rj-i";"ResultSaleIntangibleAssets";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#ResultSaleIntangibleAssets";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"De winsten of verliezen die ontstaan als gevolg van de buitengebruikstelling of afstoting van een immaterieel vast actief.";"";"";"";"";"";"";"Chapter: 210, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 424"
452;"frc-abstr:ImpairmentIntangibleAssetsTangibleAssetsTitle";4;"         Impairment intangible assets tangible assets title";"         Overige waardeverandering immateriële en materiële vaste activa";"         Overige waardeverandering immateriële en materiële vaste activa";"         Overige waardeverandering immateriële en materiële vaste activa";"";"ImpairmentIntangibleAssetsTangibleAssetsTitle";"frc-abstr";"ImpairmentIntangibleAssetsTangibleAssetsTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#ImpairmentIntangibleAssetsTangibleAssetsTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
453;"frc-lr:NotesImpairmentIntangibleAssetsTangibleAssets";5;"            Notes to the financial statements - Impairment intangible assets tangible assets";"            Toelichting op de jaarrekening - Overige waardeverandering immateriële en materiële vaste activa";"            Toelichting op de jaarrekening - Overige waardeverandering immateriële en materiële vaste activa";"            Toelichting op de jaarrekening - Overige waardeverandering immateriële en materiële vaste activa";"";"NotesImpairmentIntangibleAssetsTangibleAssets";"frc-lr";"NotesImpairmentIntangibleAssetsTangibleAssets";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesImpairmentIntangibleAssetsTangibleAssets";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
454;"frc-abstr:OperationExpenseOtherTitle";4;"         Operation expense other title";"         Overige bedrijfskosten";"         Overige bedrijfskosten";"         Overige bedrijfskosten";"";"OperationExpenseOtherTitle";"frc-abstr";"OperationExpenseOtherTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#OperationExpenseOtherTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
455;"frc-lr:NotesOtherOperatingExpenseBreakdown";5;"            Notes to the financial statements - Other operating expense: Breakdown [table]";"            Toelichting op de jaarrekening - Overige bedrijfskosten: Uitsplitsing [tabel]";"            Toelichting op de jaarrekening - Overige bedrijfskosten: Uitsplitsing [tabel]";"            Toelichting op de jaarrekening - Overige bedrijfskosten: Uitsplitsing [tabel]";"";"NotesOtherOperatingExpenseBreakdown";"frc-lr";"NotesOtherOperatingExpenseBreakdown";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-linkroles#NotesOtherOperatingExpenseBreakdown";"";1;0;0;;"0";"0";"0";"0";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";1;0;"";"";"";"";"";"";"";"";""
456;"venj-bw2-i:OperatingExpensesOther";6;"               Other operating expenses";"               Overige bedrijfskosten";"               Sonstige Betriebsausgaben";"               Autres frais de fonctionnement";"";"OperatingExpensesOther";"venj-bw2-i";"hc295_OperatingExpensesOther";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#OperatingExpensesOther";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De lasten die voortvloeien uit of samenhangen met gebeurtenissen of transacties die behoren tot de normale bedrijfsactiviteiten en die niet in een andere categorie in te delen zijn.";"";"";"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 3|Article: 16b, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: j|Article: 384, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Article: 395a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110|Chapter: C2, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 205"
457;"rj-i:PersonnelRelatedOtherExpenses";7;"                  Other personnel related expenses";"                  Overige personeelsgerelateerde kosten";"                  Overige personeelsgerelateerde kosten";"                  Overige personeelsgerelateerde kosten";"";"PersonnelRelatedOtherExpenses";"rj-i";"PersonnelRelatedOtherExpenses";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#PersonnelRelatedOtherExpenses";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De kosten die voortvloeien uit of samenhangen met gebeurtenissen of transacties die behoren tot de arbeid van werknemers die in dienstverband van de rechtspersoon zijn. Deze kosten zijn niet in te delen in categorieën salarislasten, sociale lasten of pensioenlasten.";"";"";"";"";"";"";"Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503"
458;"rj-i:AccommodationCosts";7;"                  Accommodation costs";"                  Huisvestingskosten";"                  Huisvestingskosten";"                  Huisvestingskosten";"";"AccommodationCosts";"rj-i";"AccommodationCosts";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#AccommodationCosts";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De kosten die voortvloeien of samenhangen met de gebeurtenissen of transacties die behoren tot de huisvesting van de rechtspersoon.";"";"";"";"";"";"";"Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503|Chapter: 615, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 306|Chapter: 660, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 660, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 512|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 422"
