1;omschrijving;level;VT12;controle;soort;VLB;control2;soort2;;klopt dit?;;;;;;;mate van belangrijkheid
926;Omschrijving additionele waardecomponenten;6;DescriptionOtherValueComponents;DescriptionOtherValueComponents;String;; ; ;3;;;;;;;;3
927;Type transactiekosten;6;TypeOfTransferCost;TypeOfTransferCost;Enumeration;; ; ;3;;;;;;;;3
928;Bedrag (markthuur);6;Amount;Amount;Monetary;; ; ;3;;;;;;;;3
929;Taxatieresultaat van het gebouw / subobject [titel];5;BuildingValuationResultTitle;BuildingValuationResultTitle;Abstract;; ; ;3;;;;;;;;3
930;Waarde van het gebouw / subobject [titel];6;BuildingValuationResultValueTitle;BuildingValuationResultValueTitle;Abstract;;;;3;;;;;;;;3
931;Waarde van het gebouw / subobject;6;BuildingValuationResultValue;BuildingValuationResultValue;Abstract;;;;3;;;;;;;;3
932;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
933;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
934;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
935;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
936;Waarde begrip;6;ValueConcept;ValueConcept;Enumeration;; ; ;3;;;;;;;;3
937;Type transactiekosten;6;TypeOfTransferCost;TypeOfTransferCost;Enumeration;; ; ;3;;;;;;;;3
938;Bedrag (markthuur);6;Amount;Amount;Monetary;; ; ;3;;;;;;;;3
939;Bedrag uitgeschreven;6;AmountInLetters;AmountInLetters;String;; ; ;3;;;;;;;;3
940;Beschrijving rekenmodel [titel];6;BuildingValuationResultValueDescriptionCalculationModelUsedTitle;BuildingValuationResultValueDescriptionCalculationModelUsedTitle;Abstract;; ; ;3;;;;;;;;3
941;Rekenmodel;6;CalculationModelUsed;CalculationModelUsed;Enumeration;; ; ;3;;;;;;;;3
942;Eigen Excel model;6;OwnExcelModel;OwnExcelModel;Enumeration;; ; ;3;;;;;;;;3
943;"KPI's van het taxatieresultaat van het gebouw / subobject [titel]";6;BuildingValuationResultKPITitle;BuildingValuationResultKPITitle;Abstract;; ; ;3;;;;;;;;3
944;"KPI's van het taxatieresultaat van het gebouw / subobject";6;BuildingValuationResultKPI;BuildingValuationResultKPI;Abstract;;;;3;;;;;;;;3
945;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
946;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
947;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
948;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
949;Marktwaarde voor correcties vrij op naam;6;MarketValueBeforeCorrectionBeforeTransferCost;MarketValueBeforeCorrectionBeforeTransferCost;Monetary;; ; ;1;;;;;;;;3
950;Transactiekosten;6;TransferCost;TransferCost;Monetary;; ; ;1;;;;;;;;2
951;Marktwaarde vrij op naam;6;MarketValueBeforeTransferCost;MarketValueBeforeTransferCost;Monetary;; ; ;2;;;;;;;;2
952;Marktwaarde kosten koper;6;MarketValueAfterTransferCost;MarketValueAfterTransferCost;Monetary;; ; ;2;;;;;;;;2
953;Markwaarde koper afgerond;6;MarketValueAfterTransferCostRounded;MarketValueAfterTransferCostRounded;Monetary;; ; ;2;;;;;;;;2
954;Disconteringspercentage discounted cashflow;6;DiscountRateDiscountedCashFlow;DiscountRateDiscountedCashFlow;Number;; ; ;2;;;;;;;;1
955;Netto contante waarde kasstromen;6;NetPresentValueCashFlows;NetPresentValueCashFlows;Monetary;; ; ;1;;;;;;;;1
956;Exit yield markthuur vrij op naam;6;ExitYieldMarketRentBeforeTransferCost;ExitYieldMarketRentBeforeTransferCost;Number;; ; ;2;;;;;;;;1
957;Exit yield netto markthuur vrij op naam;6;ExitYieldNetMarketRentBeforeTransferCost;ExitYieldNetMarketRentBeforeTransferCost;Number;; ; ;2;;;;;;;;1
958;Netto contante waarde eindwaarde kosten koper;6;NetPresentValueExitValueAfterTransferCost;NetPresentValueExitValueAfterTransferCost;Monetary;; ; ;1;;;;;;;;1
959;Bruto aanvangsrendement huuropbrengst kosten koper;6;GrossYieldAfterTransferCostContractRentPerYear;GrossYieldAfterTransferCostContractRentPerYear;Number;; ; ;2;;;;;;;;1
960;Bruto aanvangsrendement markthuur kosten koper;6;GrossYieldAfterTransferCostMarketRentPerYear;GrossYieldAfterTransferCostMarketRentPerYear;Number;; ; ;2;;;;;;;;1
961;Markthuur netto aanvangsrendement vrij op naam voor correcties;6;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;Number;; ; ;2;;;;;;;;1
962;Markthuur netto aanvangsrendement vrij op naam;6;NetYieldMarketRentBeforeTransferCost;NetYieldMarketRentBeforeTransferCost;Number;; ; ;2;;;;;;;;1
963;Huuropbrengst netto aanvangsrendement vrij op naam;6;NetYieldRentalIncomeBeforeTransferCost;NetYieldRentalIncomeBeforeTransferCost;Number;; ; ;2;;;;;;;;1
964;IRR;6;InternalRateOfReturn;InternalRateOfReturn;Number;; ; ;2;;;;;;;;1
965;Exploitatielastenpercentage van de markthuur op jaarbasis;6;OperatingExpensesPercentageMarketRentPerYear;OperatingExpensesPercentageMarketRentPerYear;Number;; ; ;2;;;;;;;;1
966;Leegstandpercentage markthuur op jaarbasis;6;VacancyPercentageMarketRentPerYear;VacancyPercentageMarketRentPerYear;Number;; ; ;2;;;;;;;;1
967;Commerciële uitkomsten van de taxatie van het gebouw / subobject [titel];6;BuildingValuationResultCommercialTitle;BuildingValuationResultCommercialTitle;Abstract;;;;3;;;;;;;;3
968;Commerciële uitkomsten van de taxatie van het gebouw / subobject;6;BuildingValuationResultCommercial;BuildingValuationResultCommercial;Abstract;; ; ;3;;;;;;;;3
969;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
970;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
971;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
972;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
973;Gemmidelde gewogen looptijd (WALE);6;WeightedAverageLeaseExpiry;WeightedAverageLeaseExpiry;Number;; ; ;2;;;;;;;;3
974;Marktwaarde kosten koper m2;6;MarketValuePerSquareMeter;MarketValuePerSquareMeter;Monetary;; ; ;1;;;;;;;;3
975;Referenties van het gebouw / subobject [titel];6;BuildingValuationComparableTitle;BuildingValuationComparableTitle;Abstract;;;;3;;;;;;;;3
976;Huurreferenties van het gebouw / subobject;6;BuildingValuationComparableRentTransactions;BuildingValuationComparableRentTransactions;Abstract;;;;3;;;;;;;;3
977;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
978;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
979;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
980;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
981;Huurreferentie [as];6;ComparableRentTransactionAxis;ComparableRentTransactionAxis;Abstract;;;;3;;;;;;;;3
982;Huurreferentie [typed member];6;ComparableRentTransactionTypedMember;ComparableRentTransactionTypedMember;String;;;;3;;;;;;;;3
983;Opmerking huur referenties;6;CommentRentComparable;CommentRentComparable;String;; ; ;3;;;;;;;;3
984;Transactiedatum;6;TransactionDate;TransactionDate;Date;; ; ;3;;;;;;;;3
985;Koop- / beleggingsreferenties van het gebouw / subobject;6;BuildingValuationComparableSaleReferences;BuildingValuationComparableSaleReferences;Abstract;; ; ;3;;;;;;;;3
986;Koop- / beleggingsreferenties [as];6;SaleReferenceAxis;SaleReferenceAxis;Abstract;;;;3;;;;;;;;3
987;Koop- / beleggingsreferenties [typed member];6;SaleReferenceTypedMember;SaleReferenceTypedMember;String;;;;3;;;;;;;;3
988;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
989;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
990;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
991;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
992;Opmerking koop referenties;6;CommentSaleComparable;CommentSaleComparable;String;; ; ;3;;;;;;;;3
993;Transactiedatum;6;TransactionDate;TransactionDate;Date;; ; ;3;;;;;;;;3
994;AQR gebouw;5;; ; ;;; ;1;;;;;;;;0
995;AQR details: Algemene eenheidinformatie;6;AQRDetailsGeneralUnitInformation;AQRDetailsGeneralUnitInformation;Abstract;; ; ;3;;;;;;;;3
996;Eenheid [as];6;UnitAxis;UnitAxis;Abstract;;; ;3;;;;;;;;3
997;Eenheid [typed member];6;UnitTypedMember;UnitTypedMember;String;;; ;3;;;;;;;;3
998;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;; ;3;;;;;;;;3
999;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;; ;3;;;;;;;;3
1000;Oppervlakte eengezinshuizen (na afbouw);6;OccupiableAreaResidentialHouse;OccupiableAreaResidentialHouse;String;;; ;2;;;;;;;;2
1001;Oppervlakte eengezinsappartementen (na afbouw);6;OccupiableAreaResidentialAppartment;OccupiableAreaResidentialAppartment;String;;; ;2;;;;;;;;2
1002;Oppervlakte meergezinswoningen (na afbouw);6;OccupiableAreaMultiFamilyHome;OccupiableAreaMultiFamilyHome;String;;; ;2;;;;;;;;2
1003;Oppervlakte sociale huurwoningen (na afbouw);6;OccupiableAreaSocialHousing;OccupiableAreaSocialHousing;String;;; ;2;;;;;;;;2
1004;Oppervlakte industrieel (na afbouw);6;OccupiableAreaIndustrial;OccupiableAreaIndustrial;String;;; ;2;;;;;;;;2
1005;Oppervlakte kantoren (na afbouw);6;OccupiableAreaOffices;OccupiableAreaOffices;String;;; ;2;;;;;;;;2
1006;Oppervlakte detailhandel (na afbouw);6;OccupiableAreaRetail;OccupiableAreaRetail;String;;; ;2;;;;;;;;2
1007;Oppervlakte hotel (na afbouw);6;OccupiableAreaHotel;OccupiableAreaHotel;String;;; ;2;;;;;;;;2
1008;Oppervlakte verzorgingstehuizen (na afbouw);6;OccupiableAreaElderlyCare;OccupiableAreaElderlyCare;String;;; ;2;;;;;;;;2
1009;Landbouwoppervlakte (na afbouw);6;OccupiableAreaAgriculture;OccupiableAreaAgriculture;String;;; ;2;;;;;;;;2
1010;Oppervlakte overige grond zonder bouwvergunning (na afbouw);6;OccupiableLandWithoutPlan;OccupiableLandWithoutPlan;String;;; ;2;;;;;;;;2
1011;Oppervlakte overige grond met bouwvergunning (na afbouw);6;OccupiableLandWithPlan;OccupiableLandWithPlan;String;;; ;2;;;;;;;;2
1012;Oppervlakte overige grond;6;OccupiableOtherLand;OccupiableOtherLand;String;;; ;2;;;;;;;;2
1013;Verkocht eenheid voor afbouw;6;PreSold;PreSold;Enumeration;;; ;2;;;;;;;;2
1014;Percentage verkochte objecten voor afbouw;6;PreSoldArea;PreSoldArea;String;;; ;2;;;;;;;;2
1015;Verkoopprijs van verkochte unit;6;SalesPrice;SalesPrice;Monetary;;; ;2;;;;;;;;2
1016;Transactiedatum;6;TransactionDate;TransactionDate;Date;;; ;2;;;;;;;;2
1017;Marktwaarde;6;MarketValue;MarketValue;Monetary;;; ;2;;;;;;;;2
1018;Verhuurt eenheid voor afbouw;6;PreLet;PreLet;Enumeration;;; ;2;;;;;;;;2
1019;Waarde verhuurde objecten voor afbouw;6;ValuePreLet;ValuePreLet;Monetary;;; ;2;;;;;;;;2
1020;AQR details: Informatie van het Kadaster;6;AQRDetailsCadastreInformation;AQRDetailsCadastreInformation;Abstract;; ; ;3;;;;;;;;1
1021;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1022;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1023;Kadastraal nummer [as];6;CadastrialPlotNumberAxis;CadastrialPlotNumberAxis;Abstract;;;;3;;;;;;;;3
1024;Kadastraal perceelnummer;6;CadastrialPlotNumberTypedMember;CadastrialPlotNumberTypedMember;String;;; ;3;;;;;;;;3
1025;Kadastrale eigenaar zoals gedefinieerd in het kadaster;6;CadastrialOwner;CadastrialOwner;String;;; ;2;;;;;;;;2
1026;AQR details: Eenheid oppervlakteinformatie;6;AQRDetailsAreaUnitInformation;AQRDetailsAreaUnitInformation;Abstract;;; ;3;;;;;;;;3
1027;Eenheid [as];6;UnitAxis;UnitAxis;Abstract;;; ;3;;;;;;;;2
1028;Eenheid [typed member];6;UnitTypedMember;UnitTypedMember;String;;; ;3;;;;;;;;3
1029;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;; ;3;;;;;;;;3
1030;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;; ;3;;;;;;;;3
1031;Bruikbaaroppervlakte (na afbouw);6;OccupiableArea;OccupiableArea;String;;; ;3;;;;;;;;2
1032;Object grootte (waarvan is afgerond voor de ontwikkeling);6;AreaForLeaseAQR;AreaForLeaseAQR;String;; ; ;1;;;;;;;;2
1033;Grondoppervlakte beschikbaar voor ontwikkeling;6;AreaAvailableForDevelopment;AreaAvailableForDevelopment;String;;;;1;;;;;;;;2
1034;Gebruikssituatie van het gebouw / subobject [titel];6;BuildingUsageTitle;BuildingUsageTitle;Abstract;;;;3;;;;;;;;3
1035;Gebruikssituatie van het gebouw / subobject;6;BuildingUsage;BuildingUsage;Abstract;;;;1;;;;;;;;2
1036;Algemene huurinformatie van het gebouw / subobject;6;BuildingGeneralLeaseInformation;BuildingGeneralLeaseInformation;Abstract;;;;1;;;;;;;;2
1037;Huurregels van het gebouw / subobject;6;BuildingLeaseCharges;BuildingLeaseCharges;Abstract;;; ;1;;;;;;;;2
1038;Breakregels van het gebouw / subobject;6;BuildingLeaseChargesBreak;BuildingLeaseChargesBreak;Abstract;;; ;1;;;;;;;;2
1039;Gebouw / subobject huurbedrag;6;BuildingRentMeasurement;BuildingRentMeasurement;Abstract;;; ;1;;;;;;;;2
1040;Gebouw / subobject markthuur;6;BuildingMarketMeasurement;BuildingMarketMeasurement;Abstract;;;;1;;;;;;;;2
1041;Gebouw / subobject oppervlakte;6;BuildingAreaMeasurement;BuildingAreaMeasurement;Abstract;;;;1;;;;;;;;2
1042;Gebouw- / subobjectindexering;6;BuildingIndexation;BuildingIndexation;Abstract;;;;1;;;;;;;;2
1043;Ruimteboek van het gebouw / subobject [titel];6;BuidlingAreaAdministrationTitle;BuidlingAreaAdministrationTitle;Abstract;;;;3;;;;;;;;3
1044;Oppervlakteinformatie van het gebouw / subobject;6;BuildingAreaInformation;BuildingAreaInformation;Abstract;;;;1;;;;;;;;2
1045;Marktwaarde gebouw / subobject;6;BuildingMarketValue;BuildingMarketValue;Abstract;;;;1;;;;;;;;2
1046;Ruimteinformatie gebouw / subobject;6;BuildingUnitInformation;BuildingUnitInformation;Abstract;;;;1;;;;;;;;2
1047;Taxatie van het gebouw / subobject [titel];6;BuildingValuationTitle;BuildingValuationTitle;Abstract;;;;3;;;;;;;;3
1048;Informatie over gebouw- / subobject taxatie referentie [titel];6;BuildingValuationInformationReferenceTitle;BuildingValuationInformationReferenceTitle;Abstract;;;;3;;;;;;;;3
1049;Informatie over de gebouw- / subobject taxatie referentie;6;BuildingValuationInformationReference;BuildingValuationInformationReference;Abstract;;;;1;;;;;;;;2
1050;Oordeel van het gebouw / subobject [titel];6;BuildingValuationAppraisalTitle;BuildingValuationAppraisalTitle;Abstract;;;;3;;;;;;;;3
1051;Marktoordeel van het gebouw / subobject;6;BuildingValuationAppraisalMarketAppraissal;BuildingValuationAppraisalMarketAppraissal;Abstract;;;;1;;;;;;;;2
1052;Objectbeoordeling van het object;6;BuildingValuationAppraisalObjectAssessment;BuildingValuationAppraisalObjectAssessment;Abstract;;;;1;;;;;;;;2
1053;Lokatie oordeel van het gebouw / subobject;6;BuildingValuationAppraisalLocationAssessment;BuildingValuationAppraisalLocationAssessment;Abstract;;;;1;;;;;;;;2
1054;SWOT analyse van het gebouw / subobject;6;BuildingValuationAppraisalSWOTAnalysis;BuildingValuationAppraisalSWOTAnalysis;Abstract;;;;1;;;;;;;;2
1055;Aannames bij de taxatie van het gebouw / subobject [titel];6;BuildingValuationAssumptionsTitle;BuildingValuationAssumptionsTitle;Abstract;;;;3;;;;;;;;3
1056;Externe waardering van het gebouw / subobject;6;BuildingValuationAssumptionsExternalValuation;BuildingValuationAssumptionsExternalValuation;Abstract;;;;1;;;;;;;;2
1057;Eerdere taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsPreviousValuation;BuildingValuationAssumptionsPreviousValuation;Abstract;;;;1;;;;;;;;2
1058;Indices gebruikt bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsIndices;BuildingValuationAssumptionsIndices;Abstract;;;;1;;;;;;;;2
1059;Algemene uitgangspunten bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsGeneralAssumptions;BuildingValuationAssumptionsGeneralAssumptions;Abstract;;;;1;;;;;;;;2
1060;Uitgangspunten discounted cashflow bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsDiscountedCashFlowAssumptions;BuildingValuationAssumptionsDiscountedCashFlowAssumptions;Abstract;;;;1;;;;;;;;2
1061;Uitgangspunten bruto aanvangsrendement bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsGrossYieldAssumptions;BuildingValuationAssumptionsGrossYieldAssumptions;Abstract;;;;1;;;;;;;;2
1062;Uitgangspunten netto aanvangsrendement bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsNetYieldAssumptions;BuildingValuationAssumptionsNetYieldAssumptions;Abstract;;;;1;;;;;;;;2
1063;Bruto en netto aanvangsrendement correcties bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsGrossNetYieldCorrections;BuildingValuationAssumptionsGrossNetYieldCorrections;Abstract;;;;1;;;;;;;;2
1064;Kasstromen van het gebouw / subobject;6;BuildingValuationAssumptionsCashFlow;BuildingValuationAssumptionsCashFlow;Abstract;;;;1;;;;;;;;2
1065;Overige waarde componenten van het gebouw / subobject;6;BuildingValuationAssumptionsOtherValueComponents;BuildingValuationAssumptionsOtherValueComponents;Abstract;;;;1;;;;;;;;2
1066;Taxatieresultaat van het gebouw / subobject [titel];6;BuildingValuationResultTitle;BuildingValuationResultTitle;Abstract;;;;3;;;;;;;;3
1067;Waarde van het gebouw / subobject [titel];6;BuildingValuationResultValueTitle;BuildingValuationResultValueTitle;Abstract;;;;3;;;;;;;;3
1068;Waarde van het gebouw / subobject;6;BuildingValuationResultValue;BuildingValuationResultValue;Abstract;;;;1;;;;;;;;2
1069;"KPI's van het taxatieresultaat van het gebouw / subobject [titel]";6;BuildingValuationResultKPITitle;BuildingValuationResultKPITitle;Abstract;;;;3;;;;;;;;3
1070;"KPI's van het taxatieresultaat van het gebouw / subobject";6;BuildingValuationResultKPI;BuildingValuationResultKPI;Abstract;;;;1;;;;;;;;2
1071;Commerciële uitkomsten van de taxatie van het gebouw / subobject [titel];6;BuildingValuationResultCommercialTitle;BuildingValuationResultCommercialTitle;Abstract;;;;3;;;;;;;;3
1072;Commerciële uitkomsten van de taxatie van het gebouw / subobject;6;BuildingValuationResultCommercial;BuildingValuationResultCommercial;Abstract;;;;1;;;;;;;;2
1073;Referenties van het gebouw / subobject [titel];6;BuildingValuationComparableTitle;BuildingValuationComparableTitle;Abstract;;;;3;;;;;;;;3
1074;Huurreferenties van het gebouw / subobject;6;BuildingValuationComparableRentTransactions;BuildingValuationComparableRentTransactions;Abstract;;;;1;;;;;;;;2
1075;Koop- / beleggingsreferenties van het gebouw / subobject;6;BuildingValuationComparableSaleReferences;BuildingValuationComparableSaleReferences;Abstract;;;;1;;;;;;;;2
1076;ruimte 1;4;SubbuildingInfoTitle;SubbuildingInfoTitle;Abstract;; ; ;1;;;;;;;;0
1077;Algemene subgebouw- /ruimte-informatie [titel];5;SubbuildingGeneralInformationTitle;SubbuildingGeneralInformationTitle;Abstract;; ; ;1;;;;;;;;0
1078;Algemene subgebouw- / ruimte-informatie;5;SubbuildingInformation;SubbuildingInformation;Abstract;;;;3;;;;;;;;3
1079;Interne id van het subgebouw / ruimte [as];5;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1080;Interne id van het subgebouw / ruimte [typed member];5;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1081;Interne id van het gebouw / subobject [as];5;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1082;Interne id van het gebouw / subobject [typed member];5;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1083;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1084;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1085;Feitelijk gebruik van het pand;5;ActualUse;ActualUse;Enumeration;FvL_CVLocatie_tpObject_tpSoortOG_ti001_ti001;FvL_CVLocatie_tpObject_tpSoortOG_ti001_ti001;Number;1;;;;;;;;1
1086;Huursituatie van het pand;5;LeasedOrUsedByOwner;LeasedOrUsedByOwner;Enumeration;FvL_CVLocatie_tpObject_tpHuurders_tpHuurstroomVerhuurEigenOnderneming_ti001_ti001_ti001;FvL_CVLocatie_tpObject_tpHuurders_tpHuurstroomVerhuurEigenOnderneming_ti001_ti001_ti001;Number;1;;;;;;;;1
1087;Bouwjaar;5;ConstructionYear;ConstructionYear;String;; ; ;3;;;;;;;;3
1088;Laatste renovatiejaar;5;RenovationYear;RenovationYear;String;; ; ;3;;;;;;;;3
1089;Aantal dagen tot het volgende break-moment;5;DaysToNextBreak;DaysToNextBreak;Number;; ; ;2;;;;;;;;1
1090;Theoretische beschikbare verhuurbare vloeroppervlakte;5;AreaForLease;AreaForLease;String;; ; ;1;;;;;;;;1
1091;Methode theoretisch beschikbare hoeveelheid verhuurbare vloer oppervlakte;5;AreaForLeaseMethod;AreaForLeaseMethod;Enumeration;; ; ;3;;;;;;;;3
1092;Kadastrale gemeente;5;CountyLandRegister;CountyLandRegister;String;; ; ;3;;;;;;;;3
1093;Type eigendomsrecht;5;GroundInterest;GroundInterest;Enumeration;; ; ;3;;;;;;;;3
1094;Opmerkingen ten aanzien van de kadastrale registratie;5;LandRegisterComments;LandRegisterComments;String;; ; ;3;;;;;;;;3
1095;Een grondstuk kan meerdere eigenaren hebben, alleen het percentage van de gerapporteerde eigenaar wordt opgenomen. Op gebouwniveau wordt het oppervlakte gewogen met de oppervlakte van de percelen.;5;OwnershipPercentage;OwnershipPercentage;Number;; ; ;3;;;;;;;;3
1096;Het perceel oppervlakte zoals bekend bij het kadaster;5;LandRegisterArea;LandRegisterArea;String;; ; ;3;;;;;;;;3
1097;Informatie over subgebouw / ruimte referentie;5;SubbuildingInformationReference;SubbuildingInformationReference;Abstract;;;;3;;;;;;;;3
1098;Interne id van het subgebouw / ruimte [as];5;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1099;Interne id van het subgebouw / ruimte [typed member];5;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1100;Interne id van het gebouw / subobject [as];5;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1101;Interne id van het gebouw / subobject [typed member];5;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1102;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1103;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1104;Subgebouw / ruimte referentie toegekend door;5;SubbuildingReferenceAllocatedBy;SubbuildingReferenceAllocatedBy;Enumeration;; ; ;3;;;;;;;;3
1105;Subgebouw / ruimte referentie toegekend door (beschrijving);5;SubbuildingReferenceAllocatedByDescription;SubbuildingReferenceAllocatedByDescription;String;; ; ;3;;;;;;;;3
1106;Omschrijving unieke subgebouw / ruimte referentie;5;SubbuildingReferenceDescription;SubbuildingReferenceDescription;String;; ; ;3;;;;;;;;3
1107;Typering van het subgebouw / ruimte;5;SubbuildingTyping;SubbuildingTyping;Abstract;; ; ;3;;;;;;;;3
1108;Interne id van het subgebouw / ruimte [as];5;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1109;Interne id van het subgebouw / ruimte [typed member];5;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1110;Interne id van het gebouw / subobject [as];5;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1111;Interne id van het gebouw / subobject [typed member];5;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1112;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1113;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1114;Een beschrijving van het pand;5;TypingDescription;TypingDescription;String;;;;1;;;;;;;;2
1115;Sector type;5;IPDtype;IPDtype;Enumeration;;;;1;;;;;;;;2
1116;Subsector type;5;IPDSubtype;IPDSubtype;Enumeration;; ; ;2;;;;;;;;3
1117;Adres van het subgebouw / ruimte;5;SubbuildingAddress;SubbuildingAddress;Abstract;; ; ;3;;;;;;;;3
1118;Interne id van het subgebouw / ruimte [as];5;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1119;Interne id van het subgebouw / ruimte [typed member];5;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1120;Interne id van het gebouw / subobject [as];5;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1121;Interne id van het gebouw / subobject [typed member];5;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1122;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
