1;omschrijving;level;VT12;controle;soort;VLB;control2;soort2;;klopt dit?;;;;;;;mate van belangrijkheid
674;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
675;Verhuurde oppervlakte;6;AreaLeased;AreaLeased;String;;;;3;;;;;;;;3
676;Opgemeten verhuurde oppervlakte methode;6;AreaLeasedMethod;AreaLeasedMethod;Enumeration;;;;3;;;;;;;;3
677;Brontype oppervlakte;6;AreaSourceType;AreaSourceType;Enumeration;;;;3;;;;;;;;3
678;Datum opgemete oppervlakte;6;AreaMeasuredDate;AreaMeasuredDate;Date;;;;3;;;;;;;;3
679;Gebouw- / subobjectindexering;6;BuildingIndexation;BuildingIndexation;Abstract;;;;3;;;;;;;;3
680;Interne id van de huurregels [as];6;InternalIDLeaseChargesAxis;InternalIDLeaseChargesAxis;Abstract;;;;3;;;;;;;;3
681;Interne id van de huurregels [typed member];6;InternalIDLeaseChargesTypedMember;InternalIDLeaseChargesTypedMember;String;; ; ;3;;;;;;;;3
682;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
683;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
684;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
685;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
686;Gebruikte index;6;IndexUsed;IndexUsed;String;;;;3;;;;;;;;3
687;Beschrijving van de gebruikte index;6;IndexUsedDescription;IndexUsedDescription;String;;;;3;;;;;;;;3
688;Noemer methode;6;DenominationMethod;DenominationMethod;String;;;;3;;;;;;;;3
689;Aantal vertragingsmaanden als index teller;6;IndexDelayNominator;IndexDelayNominator;String;;;;3;;;;;;;;3
690;Aantal vertragingsmaanden als index noemer;6;IndexDelayDenominator;IndexDelayDenominator;String;;;;3;;;;;;;;3
691;Index effectieve datum;6;IndexEffectiveDate;IndexEffectiveDate;Date;;;;3;;;;;;;;3
692;Index frequentie;6;IndexFrequency;IndexFrequency;Date;;;;3;;;;;;;;3
693;Index startjaar;6;IndexStartYear;IndexStartYear;String;; ; ;3;;;;;;;;1
694;Maximale toegestane huurverhoging;6;MaxRentIncrease;MaxRentIncrease;String;; ; ;3;;;;;;;;3
695;Minimale toegestane huurverhoging;6;MinRentIncrease;MinRentIncrease;String;; ; ;3;;;;;;;;3
696;Ruimteboek van het gebouw / subobject [titel];5;BuidlingAreaAdministrationTitle;BuidlingAreaAdministrationTitle;Abstract;; ; ;1;;;;;;;;0
697;Oppervlakteinformatie van het gebouw / subobject;6;BuildingAreaInformation;BuildingAreaInformation;Abstract;;;;3;;;;;;;;3
698;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
699;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
700;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
701;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
702;Leaseoppervlakte;6;LeaseArea;LeaseArea;String;; ; ;1;;;;;;;;3
703;Methode theoretisch beschikbare hoeveelheid verhuurbare vloer oppervlakte;6;AreaForLeaseMethod;AreaForLeaseMethod;Enumeration;; ; ;3;;;;;;;;2
704;Brontype verhuurbaar oppervlak;6;LeaseAreaSourceType;LeaseAreaSourceType;Enumeration;; ; ;3;;;;;;;;2
705;Meetdatum leaseoppervlakte;6;LeaseAreaMeasurementDate;LeaseAreaMeasurementDate;Date;; ; ;2;;;;;;;;1
706;Marktwaarde gebouw / subobject;6;BuildingMarketValue;BuildingMarketValue;Abstract;;;;3;;;;;;;;3
707;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
708;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
709;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
710;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
711;Marktwaarde;6;MarketValue;MarketValue;Monetary;; ; ;1;;;;;;;;1
712;Brontype marktwaarde;6;MarketValueSourceType;MarketValueSourceType;Enumeration;; ; ;3;;;;;;;;2
713;Meetdatum marktwaarde;6;MarketValueMeasurementDate;MarketValueMeasurementDate;Date;; ; ;2;;;;;;;;2
714;Ruimteinformatie gebouw / subobject;6;BuildingUnitInformation;BuildingUnitInformation;Abstract;;;;3;;;;;;;;3
715;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
716;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
717;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
718;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
719;Subsector type;6;IPDSubtype;IPDSubtype;Enumeration;; ; ;3;;;;;;;;1
720;Verkocht eenheid voor afbouw;6;PreSold;PreSold;Enumeration;; ; ;3;;;;;;;;3
721;Percentage verkochte objecten voor afbouw;6;PreSoldArea;PreSoldArea;String;; ; ;3;;;;;;;;3
722;Verkoopprijs van verkochte unit;6;SalesPrice;SalesPrice;Monetary;; ; ;3;;;;;;;;3
723;Transactiedatum;6;TransactionDate;TransactionDate;Date;; ; ;3;;;;;;;;1
724;Verhuurt eenheid voor afbouw;6;PreLet;PreLet;Enumeration;; ; ;3;;;;;;;;3
725;Waarde verhuurde objecten voor afbouw;6;ValuePreLet;ValuePreLet;Monetary;; ; ;3;;;;;;;;3
726;Taxatie van het gebouw / subobject [titel];5;BuildingValuationTitle;BuildingValuationTitle;Abstract;; ; ;1;kan dit niet beter onder ratio of output?;;;;;;;0
727;Informatie over gebouw- / subobject taxatie referentie [titel];6;BuildingValuationInformationReferenceTitle;BuildingValuationInformationReferenceTitle;Abstract;;;;3;;;;;;;;3
728;Informatie over de gebouw- / subobject taxatie referentie;6;BuildingValuationInformationReference;BuildingValuationInformationReference;Abstract;;;;3;;;;;;;;3
729;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
730;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
731;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
732;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
733;Gebouw /subobject taxatie referentie toegekend door;6;BuildingValuationReferenceAllocatedBy;BuildingValuationReferenceAllocatedBy;Enumeration;; ; ;3;;;;;;;;3
734;Gebouw /subobject taxatie referentie toegekend door (beschrijving);6;BuildingValuationReferenceAllocatedByDescription;BuildingValuationReferenceAllocatedByDescription;String;; ; ;3;;;;;;;;3
735;Omschrijving unieke gebouw /subobject taxatie referentie;6;BuildingValuationReferenceDescription;BuildingValuationReferenceDescription;String;; ; ;3;;;;;;;;3
736;Oordeel van het gebouw / subobject [titel];6;BuildingValuationAppraisalTitle;BuildingValuationAppraisalTitle;Abstract;;;;3;;;;;;;;3
737;Marktoordeel van het gebouw / subobject;6;BuildingValuationAppraisalMarketAppraissal;BuildingValuationAppraisalMarketAppraissal;Abstract;;;;3;;;;;;;;3
738;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
739;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
740;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
741;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
742;Oordeel courantheid;6;MarketabilityOverall;MarketabilityOverall;Enumeration;; ; ;2;;;;;;;;3
743;Verkoopbaarheid;6;MarketabilitySales;MarketabilitySales;Enumeration;; ; ;2;;;;;;;;3
744;Verhuurbaarheid;6;MarketabilityRent;MarketabilityRent;Enumeration;; ; ;2;;;;;;;;3
745;Alternatieven qua markt;6;AlternativeUseMarket;AlternativeUseMarket;Enumeration;; ; ;2;;;;;;;;3
746;Beste aanwending;6;HighestAndBestUseDescription;HighestAndBestUseDescription;String;; ; ;2;;;;;;;;3
747;Uitpondbaarheid;6;MarketabilitySalesUnit;MarketabilitySalesUnit;Enumeration;; ; ;2;;;;;;;;3
748;Marktvisie algemeen;6;MarketvisionCountry;MarketvisionCountry;String;; ; ;2;;;;;;;;3
749;Marktvisie lokaal;6;MarketvisionLocal;MarketvisionLocal;String;; ; ;2;;;;;;;;3
750;Objectbeoordeling van het object;6;BuildingValuationAppraisalObjectAssessment;BuildingValuationAppraisalObjectAssessment;Abstract;;;;3;;;;;;;;3
751;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
752;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
753;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
754;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
755;Algeheel oordeel over het object;6;ObjectOverallAssessment;ObjectOverallAssessment;Enumeration;; ; ;1;;;;;;;;3
756;Bouwkundige staat;6;ConstructionState;ConstructionState;Enumeration;; ; ;1;;;;;;;;3
757;Onderhoud binnen;6;MaintenanceStateInterior;MaintenanceStateInterior;Enumeration;; ; ;1;;;;;;;;3
758;Onderhoud buiten;6;MaintenanceStateExterior;MaintenanceStateExterior;Enumeration;; ; ;1;;;;;;;;3
759;Algemeen oordeel onderhoud;6;MaintenanceGeneralAssesment;MaintenanceGeneralAssesment;Enumeration;; ; ;2;;;;;;;;3
760;Functionaliteit;6;Functionality;Functionality;Enumeration;; ; ;1;;;;;;;;3
761;Alternatieve aanwendbaarheid;6;AlternativeUseObject;AlternativeUseObject;Enumeration;; ; ;1;;;;;;;;3
762;Parkeren op eigen terrein;6;ParkingOnSite;ParkingOnSite;Enumeration;; ; ;1;;;;;;;;3
763;Lokatie oordeel van het gebouw / subobject;6;BuildingValuationAppraisalLocationAssessment;BuildingValuationAppraisalLocationAssessment;Abstract;;;;3;;;;;;;;3
764;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
765;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
766;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
767;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
768;Algeheel oordeel over de locatie;6;LocationOverallAssessment;LocationOverallAssessment;Enumeration;; ; ;1;;;;;;;;3
769;Algemene bereikbaarheid;6;AccessibilityGeneral;AccessibilityGeneral;Enumeration;; ; ;1;;;;;;;;3
770;Bereikbaarheid per auto;6;AccessibilityCars;AccessibilityCars;Enumeration;; ; ;1;;;;;;;;3
771;Bereikbaarheid per openbaar vervoer;6;AccessibilityPublicTransport;AccessibilityPublicTransport;Enumeration;; ; ;1;;;;;;;;3
772;Bereikbaarheid per vrachtvervoer;6;AccessibilityTrucks;AccessibilityTrucks;Enumeration;; ; ;1;;;;;;;;3
773;Openbaar parkeren;6;ParkingPublic;ParkingPublic;Enumeration;; ; ;1;;;;;;;;3
774;Ligging;6;Site;Site;Enumeration;; ; ;1;;;;;;;;3
775;SWOT analyse van het gebouw / subobject;6;BuildingValuationAppraisalSWOTAnalysis;BuildingValuationAppraisalSWOTAnalysis;Abstract;; ; ;3;;;;;;;;3
776;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;; ; ;3;;;;;;;;3
777;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;; ; ;3;;;;;;;;3
778;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
779;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
780;Sterkten;6;Strengths;Strengths;String;; ; ;2;;;;;;;;3
781;Zwaktes;6;Weaknesses;Weaknesses;String;; ; ;2;;;;;;;;3
782;Kansen;6;Opportunities;Opportunities;String;; ; ;2;;;;;;;;3
783;Bedreigingen;6;Threats;Threats;String;; ; ;2;;;;;;;;3
784;Aannames bij de taxatie van het gebouw / subobject [titel];6;BuildingValuationAssumptionsTitle;BuildingValuationAssumptionsTitle;Abstract;;;;1;;;;;;;;3
785;Externe waardering van het gebouw / subobject;6;BuildingValuationAssumptionsExternalValuation;BuildingValuationAssumptionsExternalValuation;Abstract;;;;3;;;;;;;;3
786;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
787;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
788;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
789;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
790;Interne id van de aanname [as];6;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
791;Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
792;WOZ waarde [titel];6;LocalTaxInformationTitle;LocalTaxInformationTitle;Abstract;; ; ;3;;;;;;;;3
793;Waarde;6;Value;Value;Monetary;; ; ;1;;;;;;;;1
794;Peildatum van de WOZ bepaling;6;ReferenceDate;ReferenceDate;Date;; ; ;2;;;;;;;;3
795;Herbouwwaarde [titel];6;RebuildValueTitle;RebuildValueTitle;Abstract;; ; ;3;;;;;;;;3
796;Herbouwwaarde;6;RebuildValueInsurance;RebuildValueInsurance;Monetary;; ; ;2;;;;;;;;3
797;Herbouwwaarde peildatum;6;AssesmentDateRebuildValue;AssesmentDateRebuildValue;Date;; ; ;2;;;;;;;;3
798;Eerdere taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsPreviousValuation;BuildingValuationAssumptionsPreviousValuation;Abstract;;;;3;;;;;;;;3
799;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
800;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
801;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
802;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
803;Interne id van de aanname [as];6;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
804;Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
805;Waarde begrip;6;ValueConcept;ValueConcept;Enumeration;; ; ;1;;;;;;;;3
806;Bedrag (markthuur);6;Amount;Amount;Monetary;; ; ;1;;;;;;;;3
807;Peildatum;6;ValuationDate;ValuationDate;Date;; ; ;1;;;;;;;;3
808;Taxatie type;6;ValuationType;ValuationType;Enumeration;; ; ;2;;;;;;;;3
809;Opmerkingen;6;Remarks;Remarks;String;; ; ;3;;;;;;;;3
810;Indices gebruikt bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsIndices;BuildingValuationAssumptionsIndices;Abstract;;;;3;;;;;;;;3
811;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
812;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
813;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
814;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
815;Interne id van de aanname [as];6;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
816;Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
817;Bron index;6;IndexSource;IndexSource;Enumeration;; ; ;3;;;;;;;;3
818;Rekening nummer;6;FinancialCode;FinancialCode;Enumeration;; ; ;3;;;;;;;;3
819;Beschrijving index [titel];6;IndexMeasurementTitle;IndexMeasurementTitle;Abstract;; ; ;3;;;;;;;;3
820;Index;6;Index;Index;Number;; ; ;3;;;;;;;;3
821;Periode [titel];6;PeriodTitle;PeriodTitle;Abstract;; ; ;3;;;;;;;;3
822;Start;6;Start;Start;Date;; ; ;3;;;;;;;;3
823;Einde;6;End;End;Date;; ; ;3;;;;;;;;3
824;Periodenummer;6;PeriodNumber;PeriodNumber;String;; ; ;3;;;;;;;;3
825;Omschrijving unieke referentie;6;Description;Description;String;; ; ;3;;;;;;;;3
826;Algemene uitgangspunten bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsGeneralAssumptions;BuildingValuationAssumptionsGeneralAssumptions;Abstract;;;;3;;;;;;;;3
827;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
828;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
829;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
830;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
831;Interne id van de aanname [as];6;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
832;Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
833;Te taxeren belang;6;ValuedInterest;ValuedInterest;Enumeration;; ; ;2;;;;;;;;3
834;Uitgangspunten;6;Principles;Principles;String;; ; ;2;;;;;;;;3
835;Bijzondere uitgangspunten;6;SpecialPrinciples;SpecialPrinciples;String;; ; ;2;;;;;;;;3
836;Toelichting bij de aanname;6;AssumptionExplanation;AssumptionExplanation;String;; ; ;2;;;;;;;;3
837;Vrijwaring van aansprakelijkheid;6;Disclaimer;Disclaimer;String;; ; ;2;;;;;;;;3
838;Verklaring gebruikte/toegekende markthuur;6;MarketRentUsedExplination;MarketRentUsedExplination;String;; ; ;2;;;;;;;;3
839;Uitgangspunten discounted cashflow bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsDiscountedCashFlowAssumptions;BuildingValuationAssumptionsDiscountedCashFlowAssumptions;Abstract;;;;3;;;;;;;;3
840;Interne id van het gebouw / subobject [as];6;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
841;Interne id van het gebouw / subobject [typed member];6;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
842;Interne id van het onderpand / object [as];6;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
843;Interne id van het onderpand / object [typed member];6;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
844;Interne id van de aanname [as];6;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
845;Interne id van de aanname [typed member];6;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
846;Beschouwingsperiode;6;ValuationPeriod;ValuationPeriod;Number;; ; ;1;;;;;;;;1
847;Disconteringspercentage discounted cashflow;6;DiscountRateDiscountedCashFlow;DiscountRateDiscountedCashFlow;Number;; ; ;1;;;;;;;;1
848;Disconteringspercentage erfpacht;6;DiscountRateGroundLease;DiscountRateGroundLease;Number;; ; ;2;;;;;;;;1
849;Disconteringspercentage correcties (discounted cash flow aannames);6;DiscountRateCorrectionsDiscountedCashFlowAssumptions;DiscountRateCorrectionsDiscountedCashFlowAssumptions;Number;; ; ;2;;;;;;;;1
850;Exit yield netto markthuur vrij op naam;6;ExitYieldNetMarketRentBeforeTransferCost;ExitYieldNetMarketRentBeforeTransferCost;Number;; ; ;2;;;;;;;;1
851;Percentage kosten koper (discounted cash flow aannames);6;TransferCostPercentageDiscountedCashFlowAssumptions;TransferCostPercentageDiscountedCashFlowAssumptions;Number;; ; ;2;;;;;;;;1
852;BTW (%);6;VAT;VAT;Number;; ; ;2;;;;;;;;1
853;Timing huurinkomsten;6;TimingRentIncome;TimingRentIncome;Enumeration;; ; ;2;;;;;;;;2
854;Timing uitgaven;6;TimingOperatingExpenses;TimingOperatingExpenses;Enumeration;;;;2;;;;;;;;2
855;Uitgangspunten bruto aanvangsrendement bij de taxatie van het gebouw / subobject;6;BuildingValuationAssumptionsGrossYieldAssumptions;BuildingValuationAssumptionsGrossYieldAssumptions;Abstract;; ; ;3;;;;;;;;3
